0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,datetime,Duration,PassedTime,Step,TimeConclusion
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-01-11 15:49:42+01:00,0.0,-0.0,1,2254.8485
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-15 11:53:52+01:00,2254.8468,0.0017,2,0.0017
2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-15 12:11:33+01:00,0.0017,2254.8485,3,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-11-07 10:00:36+01:00,1900.0158,0.0,1,0.0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-20 10:23:27+01:00,0.0,0.0,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-03-20 09:06:25+01:00,1764.9905,0.0,1,0.0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-18 08:52:43+01:00,0.0,0.0,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-05-10 16:21:54+02:00,1713.7076,-0.0,1,0.0002
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-18 08:21:10+01:00,0.0002,0.0002,2,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-07-25 14:21:05+02:00,861.0441,-0.0,1,761.8801
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-25 11:13:01+02:00,265.8253,0.0009,2,496.0548
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-05 09:24:13+02:00,496.0539,496.0548,3,0.0009
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-03 11:31:53+01:00,0.0009,761.8801,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008-05-07 18:58:51+02:00,1352.5796,0.0,1,0.0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-20 07:53:35+01:00,0.0,0.0,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008-06-04 12:02:18+02:00,546.1405,0.0,1,763.9892
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-25 11:06:45+02:00,265.821,0.0005,2,498.1682
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-03 08:02:11+02:00,498.1677,498.1682,3,0.0005
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-05 14:09:00+01:00,0.0005,763.9892,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008-11-13 09:43:32+01:00,1173.0615,-0.0,1,48.9267
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-16 14:52:16+01:00,17.1529,31.7614,2,31.7738
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-16 15:09:17+01:00,0.0118,31.7617,3,31.762
1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-16 15:09:43+01:00,0.0003,31.762,4,31.7617
1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-16 15:10:10+01:00,0.0003,31.7738,5,31.7614
1,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-19 09:26:32+01:00,31.7614,48.9267,6,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008-11-13 11:01:04+01:00,1160.9696,0.0,1,0.0015
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-18 10:19:21+01:00,0.0015,0.0015,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-25 09:47:52+02:00,1007.1408,-0.0,1,0.0011
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-28 13:12:08+02:00,0.0011,0.0011,2,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-11 08:44:51+02:00,0.0,0.0,1,922.592
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-11 08:55:12+02:00,0.0072,4.4139,2,922.5848
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-11 12:01:25+02:00,0.1293,74.3864,3,922.4555
1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-18 12:35:53+02:00,280.0239,141.0118,4,642.4316
1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-16 12:00:32+02:00,501.4198,642.4316,5,141.0118
1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-07 12:41:00+01:00,66.6254,922.4555,6,74.3864
1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-15 12:01:20+01:00,69.9725,922.5848,7,4.4139
1,2,1,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-19 21:57:21+01:00,4.4139,922.592,8,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-07 14:33:24+02:00,0.0,0.0,1,965.9086
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-14 11:37:50+02:00,6.8781,959.0305,2,959.0305
1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-30 12:21:43+02:00,959.0305,965.9086,3,0.0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-16 22:42:12+02:00,0.0,-0.0,1,980.5148
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-28 11:26:19+02:00,11.5308,0.0425,2,968.984
2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-04-08 12:09:22+02:00,192.0315,776.9525,3,776.9525
2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-04-12 10:05:58+02:00,776.91,968.984,4,0.0425
2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-05-24 11:03:31+02:00,0.0425,980.5148,5,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-18 12:50:02+02:00,0.0,0.0,1,907.0025
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-11-17 14:07:38+01:00,60.0956,846.9069,2,846.9069
1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-13 11:53:35+01:00,846.9069,907.0025,3,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-21 14:13:43+02:00,0.0,0.0,1,869.0059
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-07 13:22:11+01:00,869.0059,869.0059,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-22 14:22:05+02:00,0.0022,0.0,1,974.8559
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-05-24 10:57:49+02:00,974.8559,974.8559,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-23 11:52:27+02:00,938.9228,0.0,1,0.0003
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-19 10:01:38+02:00,0.0003,0.0003,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-10-14 18:12:54+02:00,839.6903,0.0,1,0.0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-01 09:46:57+01:00,0.0,0.0,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-10-26 14:47:10+01:00,0.0,0.0,1,885.7963
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-10-27 09:57:26+01:00,0.7988,0.0,2,884.9975
1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 13:44:22+01:00,126.1576,758.8399,3,758.8399
1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 13:46:10+01:00,758.8399,884.9975,4,0.0
1,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-30 10:53:53+02:00,0.0,885.7963,5,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-10-27 09:42:40+01:00,0.0001,0.0,1,813.9673
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 13:43:43+01:00,126.1673,56.875,2,687.8
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 13:44:26+01:00,630.925,687.8,3,56.875
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-19 08:55:41+01:00,56.875,813.9673,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-10-30 13:49:04+01:00,0.0057,-0.0,1,881.8314
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 13:43:50+01:00,122.9907,758.8395,2,758.8407
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 13:45:25+01:00,0.0012,758.8407,3,758.8395
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-30 10:54:30+02:00,758.8395,881.8314,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-11-04 08:07:28+01:00,880.0497,0.0,1,0.0004
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-02 10:19:30+02:00,0.0004,0.0004,2,0.0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-11-09 16:38:14+01:00,0.0,0.0,1,885.8357
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-11-24 09:41:50+01:00,785.9689,99.8668,2,99.8668
2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-13 13:41:36+02:00,99.8668,885.8357,3,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-11-12 13:41:27+01:00,308.8281,0.0,1,560.0496
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-11-12 19:22:19+01:00,56.4086,155.7763,2,503.641
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-11-23 15:10:22+01:00,187.8076,217.8477,3,315.8334
1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-19 15:49:04+02:00,0.0026,217.8482,4,315.8308
1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-08-25 15:24:01+02:00,97.9826,315.8308,5,217.8482
1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-08-25 15:24:43+02:00,0.0005,315.8334,6,217.8477
1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-08-25 15:25:33+02:00,62.0714,503.641,7,155.7763
1,2,1,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-30 11:45:20+02:00,155.7763,560.0496,8,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-11-24 09:44:43+01:00,0.0,0.0,1,785.1958
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-11-30 10:45:01+01:00,6.0419,675.032,2,779.1539
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-14 13:40:26+01:00,104.1218,675.0321,3,675.0321
1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-14 13:40:36+01:00,0.0001,779.1539,4,675.032
1,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-18 14:26:41+01:00,675.032,785.1958,5,0.0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-12-04 12:10:14+01:00,0.0,-0.0,1,862.175
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-11-29 11:52:49+01:00,862.1748,0.0002,2,0.0002
4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-14 17:22:21+02:00,0.0002,862.175,3,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-12-14 14:29:17+01:00,756.7941,0.0,1,0.0009
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-10 09:33:57+01:00,0.0009,0.0009,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-12-16 12:59:24+01:00,819.9736,0.0,1,0.0003
