-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-6.768174171447753906e-01,-1.125747114419937134e-01,-3.560480177402496338e-01
3.848533332347869873e-01,5.594297647476196289e-01,3.595268428325653076e-01
1.977359414100646973e+00,2.052773237228393555e+00,1.552151560783386230e+00
-6.104630231857299805e-01,-6.352448463439941406e-01,-7.138354778289794922e-01
-4.113997519016265869e-01,-6.352448463439941406e-01,-5.349417328834533691e-01
7.829798460006713867e-01,-1.872418820858001709e-01,4.787892997264862061e-01
-4.777541756629943848e-01,-6.352448463439941406e-01,-5.945730209350585938e-01
-1.327321212738752365e-02,-1.872418820858001709e-01,-2.367855459451675415e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
2.375485897064208984e+00,2.724777698516845703e+00,1.909939169883728027e+00
1.645587325096130371e+00,1.530102968215942383e+00,1.253995418548583984e+00
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
2.441840410232543945e+00,4.847626388072967529e-01,2.029201745986938477e+00
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-4.113997519016265869e-01,-4.859105646610260010e-01,7.173142433166503906e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
3.184989094734191895e-01,-6.352448463439941406e-01,1.210018843412399292e-01
3.171739101409912109e+00,3.695451021194458008e+00,2.685145139694213867e+00
1.313815236091613770e+00,1.604770183563232422e+00,1.015470504760742188e+00
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
1.446524024009704590e+00,1.754104495048522949e+00,1.134732961654663086e+00
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
3.184989094734191895e-01,-5.605777502059936523e-01,1.210018843412399292e-01
1.911005020141601562e+00,4.847626388072967529e-01,1.552151560783386230e+00
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
3.184989094734191895e-01,4.847626388072967529e-01,1.075101733207702637e+00
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-6.768174171447753906e-01,-4.859105646610260010e-01,-6.542042493820190430e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-2.123364806175231934e-01,-2.619090378284454346e-01,5.384205579757690430e-01
-6.768174171447753906e-01,-6.352448463439941406e-01,-7.734667062759399414e-01
-4.113997519016265869e-01,-5.605777502059936523e-01,-5.349417328834533691e-01
-6.768174171447753906e-01,-5.605777502059936523e-01,-7.138354778289794922e-01
